Date,Open,High,Low,Close,Volume,Ticker,MA20,MA50,MA200,BB_mid,BB_upper,BB_lower,Daily_Return,Cumulative_Return,RSI,MACD,Signal,MACD_Hist,ATR,OBV
2022-01-03,139.64,141.39,138.44,140.75,35351625.0,GOOGL,,,,,,,,,,0.0,0.0,0.0,,0.0
2022-01-04,138.28,138.41,138.22,138.22,55923983.0,GOOGL,,,,,,,-0.017975133214920058,-0.017975133214920058,,-0.20182336182335803,-0.04036467236467161,-0.1614586894586864,,-55923983.0
2022-01-05,137.14,137.56,136.56,137.2,62756493.0,GOOGL,,,,,,,-0.007379539863984985,-0.025222024866785153,,-0.43901461838783007,-0.12009466156930332,-0.31891995681852675,,-118680476.0
2022-01-06,134.91,136.2,134.57,135.76,78490013.0,GOOGL,,,,,,,-0.010495626822157433,-0.03545293072824163,,-0.7347170032359145,-0.24301912990262556,-0.49169787333328896,,-197170489.0
2022-01-07,137.76,138.68,137.08,138.12,95958288.0,GOOGL,,,,,,,0.01738361814967604,-0.018685612788632233,,-0.7697577092766039,-0.3483668457774213,-0.42139086349918264,,-101212201.0
2022-01-10,136.98,137.05,136.98,137.0,32470231.0,GOOGL,,,,,,,-0.00810889081957722,-0.026642984014209503,,-0.8777838156130429,-0.45425023974454565,-0.4235335758684972,,-133682432.0
2022-01-11,138.19,139.02,137.88,138.4,58964878.0,GOOGL,,,,,,,0.010218978102189746,-0.016696269982237943,,-0.8407355078639398,-0.5315472933684245,-0.30918821449551526,,-74717554.0
2022-01-12,144.04,144.15,143.41,143.99,112371330.0,GOOGL,,,,,,,0.04039017341040463,0.023019538188277178,,-0.3562020985691845,-0.4964782544085765,0.140276155839392,,37653776.0
2022-01-13,146.94,148.48,146.82,147.65,53246607.0,GOOGL,,,,,,,0.025418431835544153,0.049023090586145734,,0.31944318903859426,-0.3332939657191424,0.6527371547577366,,90900383.0
2022-01-14,146.35,146.4,146.33,146.39,51888871.0,GOOGL,,,,,,,-0.008533694547917525,0.04007104795737115,,0.7446417113633288,-0.11770683030264817,0.862348541665977,,39011512.0
2022-01-17,144.76,146.17,144.26,145.4,63243782.0,GOOGL,,,,,,,-0.006762757018921928,0.033037300177619855,,0.9903141523714964,0.10389736623218075,0.8864167861393157,,-24232270.0
2022-01-18,146.95,147.34,146.62,146.75,99401892.0,GOOGL,,,,,,,0.009284731774415356,0.04262877442273516,,1.279199236894982,0.338957740364741,0.940241496530241,,75169622.0
2022-01-19,141.89,142.15,141.81,141.89,98191504.0,GOOGL,,,,,,,-0.03311754684838164,0.008099467140319394,,1.1032636280527868,0.4918189179023502,0.6114447101504366,,-23021882.0
2022-01-20,139.48,139.5,139.46,139.47,62020289.0,GOOGL,,,,,,,-0.017055465501444655,-0.009094138543517039,,0.7598011011473034,0.5454153545513408,0.21438574659596255,2.7749999999999977,-85042171.0
2022-01-21,141.05,141.35,140.84,140.87,65694949.0,GOOGL,,,,,,,0.010038001003800145,0.0008525754884545211,50.191082802547776,0.5937287384589922,0.5550780313328711,0.038650707126121064,2.6985714285714266,-19347222.0
2022-01-24,140.56,140.56,140.55,140.55,68762857.0,GOOGL,,,,,,,-0.002271597927166802,-0.001420959147424572,53.99109284001373,0.4313218589914243,0.5303267968645818,-0.09900493787315756,2.5407142857142833,-88110079.0
2022-01-25,144.68,146.11,144.47,146.02,100235851.0,GOOGL,,,,,,,0.03891853432942005,0.037442273534635806,63.10939357907256,0.735517929391591,0.5713650233699837,0.16415290602160726,2.819285714285712,12125772.0
2022-01-26,144.58,145.15,143.99,144.24,58650755.0,GOOGL,,,,,,,-0.012190110943706367,0.02479573712255756,62.477928193054765,0.8234719112789719,0.6217864009517814,0.2016855103271905,2.77642857142857,-46524983.0
2022-01-27,141.15,141.44,141.05,141.25,45266989.0,GOOGL,,,,,,,-0.02072933998890747,0.003552397868560986,54.52181450447846,0.6444789123442831,0.6263249032302818,0.018154009114001335,2.7957142857142827,-91791972.0
2022-01-28,139.03,140.49,138.61,138.76,101618393.0,GOOGL,141.434,,,141.434,148.77162445424804,134.09637554575195,-0.01762831858407088,-0.014138543516874269,52.44580322401333,0.29826526460516334,0.5607129755052581,-0.2624477109000948,2.9028571428571377,-193410365.0
2022-01-31,138.82,139.16,138.74,138.83,77473227.0,GOOGL,141.33800000000002,,,141.33800000000002,148.76302340949704,133.912976590503,0.000504468146440118,-0.013641207815275447,50.62049062049063,0.02920026692234501,0.4544104337886755,-0.4252101668663305,2.788571428571422,-115937138.0
2022-02-01,138.55,138.59,138.24,138.41,24615983.0,GOOGL,141.34750000000003,,,141.34750000000003,148.75619439453263,133.93880560546742,-0.0030252827198733456,-0.016625222024867048,40.53595658073269,-0.21544268302201885,0.3204398104265367,-0.5358824934485555,2.4199999999999937,-140553121.0
2022-02-02,145.44,146.24,144.26,144.61,110509978.0,GOOGL,141.71800000000002,,,141.71800000000002,148.99331254528485,134.44268745471518,0.0447944512679721,0.027424511545292907,45.252966895690214,0.0899275719563093,0.2743373627324912,-0.18440979077618191,2.6585714285714244,-30043143.0
2022-02-03,143.49,143.49,143.49,143.49,75044710.0,GOOGL,142.1045,,,142.1045,148.8490556211151,135.3599443788849,-0.007744969227577614,0.019467140319715748,45.45169385194484,0.23880822674607316,0.2672315355352076,-0.02842330878913446,2.644285714285711,-105087853.0
2022-02-04,143.45,143.68,142.21,143.67,105817743.0,GOOGL,142.382,,,142.382,148.88879515259964,135.87520484740037,0.0012544428183147716,0.02074600355239764,47.2159639523656,0.36709012748741543,0.2872032539256492,0.07988687356176621,2.597142857142854,729890.0
2022-02-07,146.3,146.31,146.2,146.24,119128246.0,GOOGL,142.844,,,142.844,149.04682923562424,136.64117076437574,0.017888216050671923,0.039005328596802835,49.21028182099723,0.6684267719145112,0.3634479575234216,0.30497881439108954,2.6471428571428555,119858136.0
2022-02-08,146.15,146.34,145.86,145.96,108602801.0,GOOGL,143.222,,,143.222,149.2019545852878,137.2420454147122,-0.001914660831509818,0.037015985790408656,57.343919162757146,0.8745631540506906,0.46567099682887547,0.40889215722181516,2.328571428571426,11255335.0
2022-02-09,146.93,147.77,145.51,147.61,35686069.0,GOOGL,143.403,,,143.403,149.69198485658177,137.11401514341821,0.01130446697725418,0.04873889875666104,65.10764662212321,1.1577234175015576,0.604081480963412,0.5536419365381456,2.3164285714285717,46941404.0
2022-02-10,148.89,149.18,148.68,148.8,115054814.0,GOOGL,143.4605,,,143.4605,149.93137881447166,136.98962118552834,0.008061784431949048,0.05719360568383691,64.83352038907591,1.46130797242742,0.7755267792562136,0.6857811931712064,2.2942857142857145,161996218.0
2022-02-11,152.05,152.08,150.92,151.32,103528453.0,GOOGL,143.707,,,143.707,150.97434324872137,136.43965675127862,0.01693548387096766,0.07509769094138563,68.61389561009327,1.8835316781678841,0.9971277590385479,0.8864039191293362,2.5057142857142867,265524671.0
2022-02-14,145.6,147.6,145.24,147.09,97173948.0,GOOGL,143.79149999999998,,,143.79149999999998,151.1800181905867,136.40298180941326,-0.02795400475812837,0.04504440497335738,51.93210545323219,1.8554330809198802,1.1687888234148145,0.6866442575050657,2.5428571428571423,168350723.0
2022-02-15,150.15,150.88,149.47,149.5,37825449.0,GOOGL,143.929,,,143.929,151.6444606234222,136.2135393765778,0.01638452648038613,0.06216696269982269,59.28672316384178,2.004524686142446,1.335935995960341,0.668588690182105,2.6685714285714277,206176172.0
