Date,Open,High,Low,Close,Volume,Ticker,MA20,MA50,MA200,BB_mid,BB_upper,BB_lower,Daily_Return,Cumulative_Return,RSI,MACD,Signal,MACD_Hist,ATR,OBV
2022-01-03,306.46,306.54,306.28,306.4,52570900.0,MSFT,,,,,,,,,,0.0,0.0,0.0,,0.0
2022-01-04,313.18,313.21,312.91,312.98,72493834.0,MSFT,,,,,,,0.021475195822454385,0.021475195822454385,,0.5249002849002977,0.10498005698005955,0.4199202279202382,,72493834.0
2022-01-05,316.46,321.48,315.12,319.34,38731927.0,MSFT,,,,,,,0.02032078727075204,0.042232375979112335,,1.437515604581165,0.3714871665002807,1.0660284380808842,,111225761.0
2022-01-06,311.48,312.42,311.26,311.27,99095074.0,MSFT,,,,,,,-0.02527087117179183,0.015894255874673746,,1.4923849792076567,0.5956667290417559,0.8967182501659008,,12130687.0
2022-01-07,302.28,304.81,301.3,304.08,60824227.0,MSFT,,,,,,,-0.023098917338644886,-0.00757180156657955,,0.9448053156904166,0.665494446371488,0.27931086931892857,,-48693540.0
2022-01-10,295.87,295.88,295.86,295.86,61446757.0,MSFT,,,,,,,-0.02703235990528796,-0.034399477806788314,,-0.1507035980702085,0.5022548374831487,-0.6529584355533572,,-110140297.0
2022-01-11,304.65,304.8,304.49,304.78,80499855.0,MSFT,,,,,,,0.030149394984114064,-0.0052872062663184005,,-0.2957239310955515,0.34265908376740867,-0.6383830148629601,,-29640442.0
2022-01-12,305.32,305.41,305.16,305.33,75248612.0,MSFT,,,,,,,0.0018045803530415405,-0.003492167101827537,,-0.3620991329690355,0.20170744042011982,-0.5638065733891553,,45608170.0
2022-01-13,306.61,306.76,304.63,305.19,55951083.0,MSFT,,,,,,,-0.0004585202895227569,-0.003949086161879722,,-0.4211441015825699,0.07713713201958187,-0.49828123360215176,,-10342913.0
2022-01-14,310.66,311.03,307.69,308.03,49836334.0,MSFT,,,,,,,0.009305678429830433,0.005319843342036501,,-0.23605233509357504,0.014499238596950494,-0.25055157369052555,,39493421.0
2022-01-17,303.87,305.04,303.01,303.4,35885246.0,MSFT,,,,,,,-0.015031003473687576,-0.009791122715404721,,-0.4576920925726995,-0.0799390276369795,-0.37775306493572,,3608175.0
2022-01-18,302.33,303.3,302.11,302.65,117136868.0,MSFT,,,,,,,-0.0024719841793012787,-0.012238903394255929,,-0.6859546707392497,-0.20114215625743354,-0.4848125144818161,,-113528693.0
2022-01-19,299.16,299.52,295.87,297.04,65594399.0,MSFT,,,,,,,-0.01853626301007749,-0.03054830287206256,,-1.3044970932829756,-0.42181314366254197,-0.8826839496204336,,-179123092.0
2022-01-20,300.15,300.2,299.78,300.04,83503633.0,MSFT,,,,,,,0.010099649878804184,-0.02075718015665784,,-1.5349277993410055,-0.6444360747982347,-0.8904917245427708,5.402142857142849,-95619459.0
2022-01-21,295.55,295.6,295.54,295.59,97525173.0,MSFT,,,,,,,-0.014831355819224235,-0.03528067885117492,41.96998960035655,-2.052958377599168,-0.9261405353584214,-1.1268178422407469,5.7049999999999885,-193144632.0
2022-01-24,297.77,298.89,297.17,297.41,75254095.0,MSFT,,,,,,,0.0061571771710817735,-0.02934073107049584,37.55395683453236,-2.290242068512498,-1.1989608419892368,-1.0912812265232612,5.454285714285703,-117890537.0
2022-01-25,305.56,308.71,301.15,302.58,23612671.0,MSFT,,,,,,,0.01738341010725919,-0.012467362924281855,36.34289439374184,-2.037626817022897,-1.3666940369959688,-0.670932780026928,5.6542857142857,-94277866.0
2022-01-26,303.18,304.64,301.02,302.13,24142660.0,MSFT,,,,,,,-0.001487209994051164,-0.013936031331592602,41.49609229624116,-1.8523855024138811,-1.4638323300795513,-0.38855317233432984,5.335714285714273,-118420526.0
2022-01-27,305.66,306.69,305.16,306.24,35825867.0,MSFT,,,,,,,0.013603415748187908,-0.0005221932114881644,52.131859455191496,-1.3582803641599526,-1.4427219368956317,0.0844415727356791,4.949285714285703,-82594659.0
2022-01-28,301.74,302.95,299.34,300.44,50345594.0,MSFT,304.039,,,304.039,315.8667566498648,292.2112433501352,-0.018939393939393923,-0.019451697127937262,54.74709784411276,-1.4183600380162034,-1.437849557119746,0.019489519103542685,4.854999999999994,-132940253.0
2022-01-31,294.43,294.84,293.9,294.84,78390189.0,MSFT,303.461,,,303.461,315.91614714992625,291.0058528500738,-0.018639328984156656,-0.037728459530026126,38.93588601959039,-1.8959910071284298,-1.529477847121483,-0.3665131600069469,4.683571428571424,-211330442.0
2022-02-01,296.28,296.31,293.49,295.99,110539434.0,MSFT,302.6115,,,302.6115,314.6434071857422,290.57959281425775,0.0039004205670873926,-0.03397519582245412,39.74077328646752,-2.1568586780040278,-1.654954013297992,-0.5019046647060357,4.839999999999991,-100791008.0
2022-02-02,294.92,295.18,294.58,295.1,98032129.0,MSFT,301.3995,,,301.3995,310.96746513591603,291.83153486408395,-0.003006858339808738,-0.03687989556135751,39.09660687270373,-2.407659745749811,-1.805495159788356,-0.6021645859614551,4.788571428571422,-198823137.0
2022-02-03,289.35,289.9,288.46,288.55,23294984.0,MSFT,300.2635,,,300.2635,310.28154955278745,290.2454504472126,-0.022195865808200654,-0.05825718015665782,30.512204881952854,-3.099225713405417,-2.0642412705117685,-1.0349844428936485,4.845714285714284,-222118121.0
2022-02-04,286.48,286.51,286.42,286.44,118317408.0,MSFT,299.3815,,,299.3815,310.9680734910351,287.7949265089649,-0.007312424189915179,-0.06514360313315926,32.132321955330866,-3.7740511785098647,-2.406203252111388,-1.3678479263984769,4.639285714285713,-340435529.0
2022-02-07,293.2,294.49,291.24,292.06,47462222.0,MSFT,299.1915,,,299.1915,311.14018550356724,287.2428144964328,0.01962016478145512,-0.04680156657963441,39.88152111599469,-3.8114323699334705,-2.6872490756758047,-1.1241832942576657,5.12214285714286,-292973307.0
2022-02-08,287.1,290.12,286.63,288.88,95287472.0,MSFT,298.3965,,,298.3965,310.8832749407544,285.9097250592456,-0.010888173662946032,-0.0571801566579635,41.823647294589186,-4.050959715123668,-2.9599912035653775,-1.09096851155829,5.025714285714291,-388260779.0
2022-02-09,288.66,289.14,288.28,289.11,98655550.0,MSFT,297.5855,,,297.5855,310.28136832916834,284.8896316708317,0.0007961783439491832,-0.056429503916448964,38.40441332484621,-4.174111228134564,-3.2028152084792145,-0.9712960196553491,4.86142857142858,-289605229.0
2022-02-10,287.0,287.81,286.89,287.42,28952158.0,MSFT,296.697,,,296.697,309.6369375252702,283.7570624747298,-0.005845525924388584,-0.06194516971279351,40.793328825783256,-4.357844051967788,-3.4338209771769295,-0.9240230747908589,4.698571428571439,-318557387.0
2022-02-11,287.38,292.38,287.35,288.42,49509512.0,MSFT,295.7165,,,295.7165,307.9956535367446,283.4373464632554,0.0034792290028529127,-0.05868146214099201,39.678530424799085,-4.372360149820338,-3.6215288117056113,-0.7508313381147267,4.822142857142865,-269047875.0
2022-02-14,290.18,290.33,289.94,290.15,109152790.0,MSFT,295.054,,,295.054,307.01327545772256,283.0947245422774,0.005998197073711742,-0.05303524804177551,34.505110944901546,-4.195899996857861,-3.7364030487360615,-0.4594969481217994,4.15142857142858,-159895085.0
2022-02-15,293.49,293.64,292.34,293.01,70364434.0,MSFT,294.572,,,294.572,306.00783950845585,283.13616049154416,0.009856970532483356,-0.04370104438642286,39.27563499529636,-3.781683067934466,-3.7454590525757427,-0.03622401535872344,4.142142857142866,-89530651.0
2022-02-16,294.62,296.42,294.12,295.57,52854545.0,MSFT,294.49850000000004,,,294.49850000000004,305.886346291459,283.11065370854107,0.008736903177365862,-0.0353459530026109,36.97827678789359,-3.2098415074624427,-3.638335543553083,0.4284940360906404,4.06000000000001,-36676106.0
2022-02-17,299.65,299.67,299.28,299.59,28990750.0,MSFT,294.476,,,294.476,305.8194375185322,283.1325624814678,0.013600839056737701,-0.022225848563968698,48.91553967848938,-2.4045543417653903,-3.391579303195545,0.9870249614301545,3.8600000000000096,-7685356.0
2022-02-18,302.55,303.47,301.22,301.75,34641180.0,MSFT,294.784,,,294.784,306.58027309565904,282.98772690434095,0.007209853466404237,-0.0151762402088772,59.66433566433569,-1.5739213277091721,-3.0280477080982706,1.4541263803890985,3.670000000000012,26955824.0
2022-02-21,302.65,303.06,302.34,302.82,31104373.0,MSFT,295.0545,,,295.0545,307.34219427216993,282.7668057278301,0.003545981772990814,-0.011684073107049553,59.57387160078495,-0.8198479254975268,-2.5864077515781223,1.7665598260805955,3.5621428571428697,58060197.0
2022-02-22,300.05,301.11,299.47,300.45,50519502.0,MSFT,294.948,,,294.948,306.9956398212745,282.90036017872546,-0.007826431543491164,-0.019419060052219272,57.20053835800802,-0.40876650865931197,-2.1508795029943606,1.7421129943350486,3.700714285714294,7540695.0
2022-02-23,285.99,286.03,285.64,285.79,56799073.0,MSFT,294.13100000000003,,,294.13100000000003,306.34298531210874,281.9190146878913,-0.048793476451988615,-0.06726501305483013,46.950950066283696,-1.2514945551973824,-1.971002513434965,0.7195079582375825,4.28428571428572,-49258378.0
2022-02-24,284.63,285.4,283.37,284.1,112252580.0,MSFT,293.024,,,293.024,304.6122325067967,281.4357674932033,-0.005913432940270802,-0.07278067885117478,47.390722569134724,-2.0323043403175234,-1.9832628788114768,-0.0490414615060466,4.305000000000007,-161510958.0
2022-02-25,280.53,280.8,280.37,280.6,116900761.0,MSFT,292.03200000000004,,,292.03200000000004,304.3227009778253,279.74129902217476,-0.01231960577261526,-0.0842036553524802,36.5870786516854,-2.9000920142399877,-2.166628705897179,-0.7334633083428086,3.9964285714285785,-278411719.0
2022-02-28,278.82,279.38,276.99,277.55,34004014.0,MSFT,291.1675,,,291.1675,304.96633728892823,277.3686627110718,-0.010869565217391353,-0.09415796344647498,36.6987555764264,-3.7902380036180716,-2.4913505654413575,-1.2988874381767141,3.866428571428579,-312415733.0
2022-03-01,270.32,270.64,269.51,269.95,31003235.0,MSFT,289.8655,,,289.8655,306.39272981213605,273.33827018786394,-0.0273824536119619,-0.11896214099216695,30.82465972778219,-5.050720040838883,-3.0032244605208627,-2.04749558031802,4.379285714285722,-343418968.0
2022-03-02,273.27,273.35,272.8,273.3,112801034.0,MSFT,288.7755,,,288.7755,306.6682394566388,270.88276054336126,0.01240970550101883,-0.1080287206266316,36.323130569546684,-5.713482662127717,-3.5452761008422335,-2.1682065612854835,4.463571428571437,-230617934.0
2022-03-03,265.47,265.48,265.06,265.26,112737690.0,MSFT,287.611,,,287.611,308.36783669236917,266.8541633076308,-0.02941822173435793,-0.13426892950391622,30.259120354585747,-6.808997733939464,-4.19802042746168,-2.6109773064777837,4.692857142857155,-343355624.0
2022-03-04,266.87,267.26,266.36,267.14,105765319.0,MSFT,286.646,,,286.646,309.33653074000597,263.95546925999406,0.007087385960943937,-0.12813315926892932,30.437000510117358,-7.439740337393744,-4.846364409448093,-2.593375927945651,4.699285714285728,-237590305.0
2022-03-07,267.06,267.63,266.06,266.24,36775028.0,MSFT,285.35499999999996,,,285.35499999999996,309.63124223066865,261.0787577693313,-0.0033690199895185513,-0.1310704960835507,26.455584872471448,-7.920923398933212,-5.461276207345117,-2.459647191588095,4.562142857142869,-274365333.0
2022-03-08,268.18,268.2,268.18,268.19,29956784.0,MSFT,284.3205,,,284.3205,309.7024392689492,258.93856073105076,0.00732421875,-0.12470626631853765,25.65789473684211,-8.05209618619142,-5.979440203114378,-2.072655983077042,4.458571428571438,-244408549.0
2022-03-09,272.06,272.08,271.96,272.03,80389033.0,MSFT,283.4665,,,283.4665,309.3149826186027,257.6180173813973,0.014318207241134973,-0.1121736292428197,25.419193721013187,-7.7567803222348175,-6.334908226938466,-1.4218720952963517,4.443571428571436,-164019516.0
2022-03-10,278.62,282.56,276.6,280.88,79198581.0,MSFT,283.1395,,,283.1395,308.94282697847103,257.33617302152896,0.03253317648788756,-0.08328981723237572,33.370517928286844,-6.731028231417156,-6.414132227834204,-0.31689600358295156,4.9185714285714335,-84820935.0
2022-03-11,286.82,287.64,286.72,287.16,62899688.0,MSFT,283.0765,292.9824,,283.0765,308.8316501441433,257.32134985585674,0.022358302477926584,-0.0627937336814618,38.478516774573315,-5.3497007730110795,-6.20124593686958,0.8515451638585008,5.307857142857147,-21921247.0
2022-03-14,292.13,292.14,292.13,292.14,104338751.0,MSFT,283.17600000000004,292.6972,,283.17600000000004,309.0612588816187,257.2907411183814,0.017342248223986445,-0.046540469973890164,44.11222899248972,-3.8092339520603105,-5.722843539907727,1.9136095878474162,5.424285714285718,82417504.0
2022-03-15,297.7,299.55,297.33,299.01,70028761.0,MSFT,283.476,292.4178,,283.476,309.9729888259421,256.9790111740579,0.02351612240706502,-0.02411879895561353,60.52883083784642,-2.010871241035602,-4.980449080133302,2.9695778390977,4.895714285714291,152446265.0
